,clip_id,t1,t2,x1,x2,y1,y2,result_size,frame_count,fps,width,height
0,VIRAT_S_000002,2700,2761,0.37186500430107117,0.5298251509666443,0.45454132556915283,0.6687350869178772,162119,9075,30,1920,1080
1,VIRAT_S_000003,5400,5851,0.5402665672376763,0.7307990789413452,0.3403052757519003,0.5365186929702759,1099998,20940,30,1920,1080
2,VIRAT_S_000003,10500,10651,0.17669934034347534,0.35650166869163513,0.4631078839302063,0.609747588634491,209909,20940,30,1920,1080
3,VIRAT_S_000003,10680,10741,0.17669934034347534,0.35650166869163513,0.4631078839302063,0.712768211002107,184647,20940,30,1920,1080
4,VIRAT_S_000004,7290,7891,0.3932618200778961,0.5425941610013698,0.35143316928164925,0.5906802412736418,2256063,17640,30,1920,1080
5,VIRAT_S_000004,11220,11581,0.5791135430335999,0.7511261701583862,0.29405781111819884,0.5756195187568665,924405,17640,30,1920,1080
6,VIRAT_S_000004,11730,12661,0.5505078331032536,0.7511261701583862,0.3308125436306,0.5756195187568665,2573215,17640,30,1920,1080
7,VIRAT_S_000101,2100,2191,0.26585641503334045,0.5130675435066223,0.5399457795949054,0.7671866416931152,307261,20340,30,1920,1080
8,VIRAT_S_000101,2370,2761,0.26585641503334045,0.5130675435066223,0.4564434250262419,0.7781506790611985,1997610,20340,30,1920,1080
9,VIRAT_S_000101,8100,8341,0.09768866002559662,0.40723147988319397,0.6571764349937439,0.9543429017066956,1199309,20340,30,1920,1080
10,VIRAT_S_000101,8370,8731,0.09768866002559662,0.40723147988319397,0.6571764349937439,0.9543429017066956,1977711,20340,30,1920,1080
11,VIRAT_S_000101,15660,17251,0.20223473012447357,0.39696645736694336,0.4532987650888405,0.7130433579074342,4874808,20340,30,1920,1080
12,VIRAT_S_000006,3420,3571,0.2077827751636505,0.389926940202713,0.4784075915813446,0.6812431216239929,338593,17805,30,1920,1080
13,VIRAT_S_000006,3690,3811,0.2077827751636505,0.389926940202713,0.4784075915813446,0.7553276124170267,415706,17805,30,1920,1080
