,clip_id,t1,t2,x1,x2,y1,y2,result_size,frame_count,fps,width,height
0,VIRAT_S_000200_00_000100_000171,1442,1562,0.483553409576416,0.632219135761261,0.6908960342407227,0.8888888888888888,0,2114,30,1280,720
1,VIRAT_S_000002,2462,2582,0.37186500430107117,0.5916666666666667,0.43703703703703706,0.6687350869178772,0,9075,30,1920,1080
2,VIRAT_S_000002,3482,3602,0.37186500430107117,0.571875,0.43425925925925923,0.6687350869178772,0,9075,30,1920,1080
3,VIRAT_S_000002,4052,4172,0.37186500430107117,0.5619791666666667,0.4185185185185185,0.6687350869178772,0,9075,30,1920,1080
4,VIRAT_S_000201_03_000640_000672,512,632,0.56015625,0.6252760291099548,0.5111111111111111,0.5791666666666667,0,943,30,1280,720
5,VIRAT_S_000003,10382,10502,0.17669934034347534,0.35650166869163513,0.4631078839302063,0.7361111111111112,0,20940,30,1920,1080
6,VIRAT_S_000003,10742,10862,0.17669934034347534,0.35650166869163513,0.4631078839302063,0.75,0,20940,30,1920,1080
7,VIRAT_S_000003,12212,12332,0.17669934034347534,0.35650166869163513,0.4631078839302063,0.7555555555555555,0,20940,30,1920,1080
8,VIRAT_S_000003,12452,12572,0.17669934034347534,0.35650166869163513,0.4631078839302063,0.6981481481481482,0,20940,30,1920,1080
9,VIRAT_S_000003,12752,12872,0.17669934034347534,0.3572916666666667,0.4631078839302063,0.7175925925925926,0,20940,30,1920,1080
10,VIRAT_S_000003,12962,13082,-0.008854166666666666,0.35650166869163513,0.4631078839302063,0.7787037037037037,0,20940,30,1920,1080
11,VIRAT_S_000003,15812,15932,0.38125,0.765826940536499,0.32037037037037036,0.6046296296296296,0,20940,30,1920,1080
12,VIRAT_S_000001,9722,9842,0.4453125,0.6119791666666666,0.33611111111111114,0.6018518518518519,0,20655,30,1920,1080
13,VIRAT_S_000001,10262,10382,0.4731948673725128,0.6130208333333333,0.3783171772956848,0.6101851851851852,0,20655,30,1920,1080
14,VIRAT_S_000001,18392,18512,0.8005208333333333,0.9546875,0.00028696059598587453,0.09907407407407408,0,20655,30,1920,1080
15,VIRAT_S_000200_01_000226_000268,752,902,0.0546875,0.18797045946121216,0.5236111111111111,0.6097222222222223,0,1259,30,1280,720
16,VIRAT_S_000201_02_000590_000623,332,452,0.5598450899124146,0.6345102787017822,0.5138888888888888,0.5833333333333334,0,981,30,1280,720
17,VIRAT_S_000101,1982,2102,0.24010416666666667,0.5130675435066223,0.42685185185185187,0.7671866416931152,0,20340,30,1920,1080
18,VIRAT_S_000101,2642,2762,0.26585641503334045,0.5130675435066223,0.5451513528823853,0.7805555555555556,0,20340,30,1920,1080
19,VIRAT_S_000101,15542,15662,0.20223473012447357,0.39696645736694336,0.4462962962962963,0.7203703703703703,0,20340,30,1920,1080
20,VIRAT_S_000101,17072,17192,0.20223473012447357,0.39696645736694336,0.4572910666465759,0.6583333333333333,0,20340,30,1920,1080
21,VIRAT_S_000004,7082,7202,0.3932618200778961,0.5402891039848328,0.34629629629629627,0.5685185185185185,0,17640,30,1920,1080
22,VIRAT_S_000004,7472,7592,0.3932618200778961,0.7078125,0.2601851851851852,0.56561279296875,0,17640,30,1920,1080
23,VIRAT_S_000004,11102,11222,0.5484375,0.9005208333333333,0.10185185185185185,0.5756195187568665,0,17640,30,1920,1080
24,VIRAT_S_000006,512,632,0.075,0.3727474808692932,0.4513944685459137,0.7592592592592593,0,17805,30,1920,1080
25,VIRAT_S_000006,3302,3422,0.2077827751636505,0.389926940202713,0.4784075915813446,0.6812431216239929,0,17805,30,1920,1080
26,VIRAT_S_000006,3602,3722,0.2077827751636505,0.4005208333333333,0.4185185185185185,0.7601851851851852,0,17805,30,1920,1080
27,VIRAT_S_000006,3932,4052,0.2077827751636505,0.3963541666666667,0.41388888888888886,0.7027777777777777,0,17805,30,1920,1080
28,VIRAT_S_000006,4262,4382,0.2077827751636505,0.389926940202713,0.42962962962962964,0.7768518518518519,0,17805,30,1920,1080
29,VIRAT_S_000006,4742,4862,0.2077827751636505,0.389926940202713,0.4784075915813446,0.7398148148148148,0,17805,30,1920,1080
30,VIRAT_S_000006,5252,5372,0.2077827751636505,0.389926940202713,0.4784075915813446,0.6812431216239929,0,17805,30,1920,1080
31,VIRAT_S_000006,5642,5762,0.27447916666666666,0.7430647015571594,0.337037037037037,0.7203703703703703,0,17805,30,1920,1080
32,VIRAT_S_000006,8672,8792,0.6453125,0.8234038949012756,0.19814814814814816,0.45740740740740743,0,17805,30,1920,1080
33,VIRAT_S_000006,9752,9872,0.4739583333333333,0.8234038949012756,0.20555555555555555,0.48518518518518516,0,17805,30,1920,1080
34,VIRAT_S_000006,15062,15182,0.1720423400402069,0.3704821467399597,0.45796966552734375,0.6296296296296297,0,17805,30,1920,1080
35,VIRAT_S_000006,15512,15632,0.1720423400402069,0.3704821467399597,0.45796966552734375,0.7175925925925926,0,17805,30,1920,1080
36,VIRAT_S_000200_06_001693_001824,962,1082,0.26875,0.43045175075531006,0.599202573299408,0.7402777777777778,0,3907,30,1280,720
37,VIRAT_S_000200_06_001693_001824,2102,2222,0.3545385003089905,0.43045175075531006,0.599202573299408,0.6803329586982727,0,3907,30,1280,720
38,VIRAT_S_000200_06_001693_001824,2282,2552,0.08819746971130371,0.8740138411521912,0.4125,0.7694444444444445,0,3907,30,1280,720
39,VIRAT_S_000200_06_001693_001824,2732,2852,0.5104922652244568,0.78828125,0.6947622299194336,0.8861111111111111,0,3907,30,1280,720
40,VIRAT_S_000201_06_001354_001397,572,782,0.08578340709209442,0.21033674478530884,0.5111111111111111,0.5958333333333333,0,1284,30,1280,720
41,VIRAT_S_000201_06_001354_001397,962,1082,0.08578340709209442,0.21033674478530884,0.5176399946212769,0.5916666666666667,0,1284,30,1280,720
42,VIRAT_S_000203_03_000736_000785,0,92,0.4733240008354187,0.8652147054672241,0.41388888888888886,0.6163447499275208,0,1468,30,1280,720
43,VIRAT_S_000203_03_000736_000785,332,452,0.3389996290206909,0.4935113489627838,0.5412846207618713,0.6395896077156067,0,1468,30,1280,720
44,VIRAT_S_000203_03_000736_000785,692,872,0.2462347447872162,0.83828125,0.4821915328502655,0.5680076479911804,0,1468,30,1280,720
45,VIRAT_S_000203_03_000736_000785,1112,1262,0.7688478231430054,0.83046875,0.4958617389202118,0.5680076479911804,0,1468,30,1280,720
