,clip_id,t1,t2,x1,x2,y1,y2,result_size,frame_count,fps,width,height
0,1.1.11,450,511,0.6172352631886799,0.758716603120168,0.2994503776232401,0.5483119289080302,0,604,30,3840,2160
1,1.1.5,480,691,0.2336458961168925,0.7955800692240397,0.0037646613394220667,0.9876857201258342,0,1560,30,3840,2160
2,1.1.5,1020,1081,0.2097024917602539,0.6096365054448445,0.5350313981374104,0.8832178910573323,0,1560,30,3840,2160
3,1.1.5,1470,1531,0.24372661113739014,0.31875528891881305,0.14526753624280292,0.5554667909940083,0,1560,30,3840,2160
4,1.1.3,120,511,0.08603070179621378,0.9211576581001282,0.22280418872833252,0.7948723932107289,0,1966,30,3840,2160
5,1.1.3,1590,1681,0.0819176733493805,0.4762294888496399,0.035719494024912514,0.5913312633832295,0,1966,30,3840,2160
6,1.1.2,60,661,0.17803313334782916,0.941013256708781,6.007936220460881e-05,0.5581561724344889,0,2220,30,3840,2160
7,1.1.2,720,781,0.7725136081377665,0.8611724972724915,0.0007452541030943394,0.17710932095845539,0,2220,30,3840,2160
8,1.1.2,870,931,0.3981321007013321,0.6371811628341675,0.2747633457183838,0.43002191185951233,0,2220,30,3840,2160
9,1.1.2,990,1111,0.1778213580449422,0.8311923344930012,0.2760797341664632,0.41966763138771057,0,2220,30,3840,2160
10,1.1.2,1320,1531,0.23732141653696695,0.4891368051369985,0.09912376602490743,0.2872521082560221,0,2220,30,3840,2160
11,1.1.2,1980,2101,0.22260328133900958,0.9715857903162639,0.0,0.2888062596321106,0,2220,30,3840,2160
12,1.1.1,300,511,0.23484422763188678,0.5872507492701212,0.1322455604871114,0.2956393162409464,0,2272,30,3840,2160
13,1.1.1,570,631,0.47447386384010315,0.5248247186342875,0.2804703911145528,0.3312433958053589,0,2272,30,3840,2160
14,1.1.1,690,811,0.46720619002978003,0.7346975704034169,0.06503959496815999,0.2591228286425272,0,2272,30,3840,2160
15,1.1.1,870,1051,0.12651962041854858,0.9206230243047078,0.0,0.5600236654281616,0,2272,30,3840,2160
16,1.1.1,1320,1561,0.24382754166920978,0.9728784362475078,0.1283929944038391,0.390427365899086,0,2272,30,3840,2160
17,1.1.1,1740,2251,0.6786965479453404,0.9996780355771382,0.02686262379089991,0.28977672259012854,0,2272,30,3840,2160
18,1.2.11,0,151,0.5318450530370076,0.7846523125966389,0.3333333333333333,0.6225074927012125,0,1810,30,3840,2160
19,1.2.11,210,481,0.34228875239690143,0.7362094819545746,0.0,0.9303996761639912,0,1810,30,3840,2160
20,1.2.11,600,691,0.2326466639836629,0.4840802947680155,0.3533085597058137,0.7997629245122273,0,1810,30,3840,2160
21,1.2.11,810,931,0.3980442136526108,0.6240731279055277,0.000549943729614218,0.8901157379150391,0,1810,30,3840,2160
22,1.2.11,1260,1441,0.39769535263379413,0.6584530075391133,0.20032870769500732,0.7767169574896494,0,1810,30,3840,2160
23,1.2.11,1740,1801,0.3460817063848177,0.37535548210144043,0.7251968135436375,0.8035701711972554,0,1810,30,3840,2160
24,1.1.6,270,511,0.4967179497083028,1.0,0.21854398647944132,0.9485718806584675,0,2381,30,3840,2160
25,1.1.6,570,631,0.6393673618634541,0.9821280439694722,0.6672104814400275,0.9987684488296509,0,2381,30,3840,2160
26,1.1.6,870,931,0.43976452946662903,0.6666666666666666,0.36923459420601523,0.7619636853535969,0,2381,30,3840,2160
27,1.1.6,990,1201,0.279025932153066,0.7274542252222697,0.3333333333333333,0.5594860514005024,0,2381,30,3840,2160
28,1.1.6,1320,1591,0.2204551299413045,0.5498305757840474,0.12416613101959229,0.8055041035016377,0,2381,30,3840,2160
29,1.1.6,1680,1771,0.14296075701713562,0.4768471519152323,0.0011277135151127973,0.720479796330134,0,2381,30,3840,2160
30,1.1.6,1980,2101,0.3780142366886139,0.7114557276169459,0.06749111910661061,0.9358177582422893,0,2381,30,3840,2160
31,1.1.6,2160,2311,0.28841427961985266,0.9875573515892029,0.22881418466567993,0.9410067995389302,0,2381,30,3840,2160
32,1.1.10,0,121,0.05840845902760823,0.3878614505132039,0.7407055844863255,0.8368434111277262,0,2630,30,3840,2160
33,1.1.10,240,871,0.1629889706770579,0.9992099006970723,0.03898131599028905,0.9815096457799275,0,2630,30,3840,2160
34,1.1.10,930,1021,0.3642594814300537,0.47493263085683185,0.1445754567782084,0.2697127262751261,0,2630,30,3840,2160
35,1.1.10,1290,1381,0.0020920212070147195,0.9990360140800476,0.1993013819058736,0.9993062416712444,0,2630,30,3840,2160
36,1.1.10,2370,2551,0.0004698360959688822,0.5420581102371216,0.12564791242281595,0.9547946651776631,0,2630,30,3840,2160
37,1.2.6,390,481,0.5455559293429056,0.9024341106414795,0.3892604659001032,0.5439088741938273,0,1014,30,3840,2160
38,1.2.6,540,661,0.017232714841763176,0.8661847511927286,0.35572198530038196,0.8096859753131866,0,1014,30,3840,2160
39,1.2.5,0,61,0.20664018392562866,0.9778951207796733,0.09423446655273438,0.9863007068634033,0,1026,30,3840,2160
40,1.2.5,360,421,0.1464819312095642,0.3333333333333333,0.3353765234351158,0.9917223850886028,0,1026,30,3840,2160
41,1.2.5,630,751,0.22144490480422974,0.6208221117655436,0.18570172786712646,0.511646568775177,0,1026,30,3840,2160
42,1.2.5,810,871,0.3333333333333333,0.6193335851033528,0.0007566494556764761,0.3333333333333333,0,1026,30,3840,2160
43,1.2.2,0,451,0.08563709259033203,0.929957886536916,0.09460751215616861,0.7217653443415959,0,1098,30,3840,2160
44,1.2.2,780,1081,0.0826326459646225,0.9047323664029439,0.19950731595357257,0.6255197127660115,0,1098,30,3840,2160
45,1.2.7,90,181,0.012245740741491318,0.7789964775244395,0.24332477649052936,0.8652539849281311,0,1837,30,3840,2160
46,1.2.7,240,631,0.009724967181682587,0.8351773420969645,0.05486335357030232,0.8628989060719807,0,1837,30,3840,2160
47,1.2.7,810,991,0.3650231659412384,0.7462188005447388,0.34586725011467934,0.8169564505418141,0,1837,30,3840,2160
48,1.2.7,1140,1471,0.0021000641087690988,0.9876688122749329,0.10262545943260193,0.9241980512936909,0,1837,30,3840,2160
49,1.2.7,1560,1621,0.4193500677744547,0.9396712779998779,0.2504695653915405,0.6506295800209045,0,1837,30,3840,2160
50,1.2.8,0,331,0.06731888155142465,0.6322527527809143,0.25489771366119385,0.5026318430900574,0,1541,30,3840,2160
51,1.2.8,390,631,0.4378481606642405,0.9689997633298237,0.2188374400138855,0.9719445904095967,0,1541,30,3840,2160
52,1.2.8,930,1021,0.33965955798824626,0.9516566594441731,0.24886353810628253,0.6473639011383057,0,1541,30,3840,2160
53,1.2.8,1410,1471,0.5201953252156575,0.6826118727525075,0.2322779893875122,0.37027115374803543,0,1541,30,3840,2160
54,1.2.4,90,151,0.48439679543177283,0.5629717707633972,0.06020346283912659,0.3333333333333333,0,1973,30,3840,2160
55,1.2.4,210,271,0.1617332100868225,0.5361214081446329,0.019401864459117252,0.5761374036471049,0,1973,30,3840,2160
56,1.2.4,330,391,0.16982690493265787,0.47405343254407245,0.15951918562253314,0.61564036210378,0,1973,30,3840,2160
57,1.2.4,570,661,0.0,0.4070483694473902,0.1432169775168101,0.9380027651786804,0,1973,30,3840,2160
58,1.2.4,720,991,0.03946086267630259,0.5861666599909464,0.057306731740633644,0.9891821344693501,0,1973,30,3840,2160
59,1.2.4,1050,1321,0.0829330285390218,0.6880511566996574,0.1483744482199351,0.998697817325592,0,1973,30,3840,2160
60,1.2.4,1380,1651,0.0004560127854347229,0.8967394034067789,0.05392727255821228,0.9794807434082031,0,1973,30,3840,2160
61,1.2.4,1710,1951,0.43142955501874286,0.951431115468343,0.22998539606730142,0.8278692464033762,0,1973,30,3840,2160
62,2.1.1,0,361,0.15229369203249613,0.5484978755315144,0.08468796809514363,0.886575957139333,0,1235,30,3840,2160
63,2.1.1,420,571,0.17211447159449259,0.3114776611328125,0.6885297050078709,0.9496311942736309,0,1235,30,3840,2160
64,2.1.1,660,1021,0.16064584255218506,0.6566635171572367,0.1605882147947947,0.9480836788813274,0,1235,30,3840,2160
65,2.1.1,1080,1231,0.0,0.9868876735369365,0.19004255533218384,0.7770212292671204,0,1235,30,3840,2160
66,2.1.4,150,331,0.16325466831525165,0.6221168835957844,0.2312864065170288,0.6666666666666666,0,2108,30,3840,2160
67,2.1.4,450,541,0.013257791598637898,0.4515775144100189,0.17335385084152222,0.7892672916253407,0,2108,30,3840,2160
68,2.1.4,600,661,0.3606548657019933,0.4653817216555277,0.6740395737191041,0.9984041055043538,0,2108,30,3840,2160
69,2.1.4,780,841,0.1752415895462036,0.28798753023147583,0.07415974140167236,0.5791051189104716,0,2108,30,3840,2160
70,2.1.4,1650,1741,0.38717571894327796,0.6660835146903992,0.5509819785753886,1.0,0,2108,30,3840,2160
71,1.1.7,840,931,0.0,0.22664616505304971,0.010845171908537546,0.222110112508138,0,2519,30,3840,2160
72,1.1.7,990,1051,0.10956446329752603,0.47651707132657367,0.11875980099042256,0.7495296498139699,0,2519,30,3840,2160
73,2.1.10,60,121,0.5835516651471455,0.9706507921218872,0.5484961072603861,0.7955152889092763,0,2713,30,3840,2160
74,2.1.10,690,811,0.3866615891456604,0.7891694804032643,0.3333333333333333,0.6284650365511576,0,2713,30,3840,2160
75,2.1.10,1140,1201,0.06719698011875153,0.522757887840271,0.09667364756266275,0.46006918946901953,0,2713,30,3840,2160
76,2.1.10,1620,1681,0.29074575503667194,0.5993350942929585,0.24720901250839233,0.9657173752784729,0,2713,30,3840,2160
77,2.1.10,1830,2401,0.007582023739814758,0.8762750029563904,0.06787731250127156,1.0,0,2713,30,3840,2160
78,2.1.10,2460,2701,0.11331139008204141,0.605180541674296,0.36406738559405005,0.626707633336385,0,2713,30,3840,2160
79,2.1.5,0,91,0.1430880824724833,0.4997304876645406,0.20888006687164307,0.41938886046409607,0,1825,30,3840,2160
80,2.1.5,180,331,0.07459273934364319,0.15733532110850015,0.2794434428215027,0.4651634097099304,0,1825,30,3840,2160
81,2.1.5,690,751,0.5285734931627909,0.6829164375861485,0.5917619665463765,0.997331440448761,0,1825,30,3840,2160
82,2.1.2,90,151,0.7477694948514302,1.0,0.6905312612652779,0.9750966032346089,0,1398,30,3840,2160
83,2.1.2,300,931,0.4192205766836802,0.8754139542579651,0.05482293665409088,0.9222205082575481,0,1398,30,3840,2160
84,2.1.2,1050,1111,0.5523066520690918,0.8069001932938893,0.21074179808298746,0.3097954988479614,0,1398,30,3840,2160
85,2.1.2,1170,1321,0.47015970945358276,0.9858913421630859,0.2351195414861043,0.5898566047350565,0,1398,30,3840,2160
86,2.1.3,90,301,0.14874013264973956,0.8665558298428853,0.08764119942982991,0.9377321203549702,0,2878,30,3840,2160
87,2.1.3,360,691,0.20650911331176758,0.7843262255191803,0.0784866859515508,0.5509894490242004,0,2878,30,3840,2160
88,2.1.3,1320,1501,0.0901182492574056,1.0,0.010934823503096897,0.7075551201899846,0,2878,30,3840,2160
89,2.1.3,1560,1771,0.20078657070795694,0.5187925497690836,0.22744178771972656,0.6634870171546936,0,2878,30,3840,2160
90,2.1.3,1830,2041,0.39427584409713745,0.7531839708487192,0.11390390992164612,0.5254380702972412,0,2878,30,3840,2160
91,2.1.3,2130,2821,0.24621794621149698,0.8051036993662516,0.14660197496414185,0.5712919235229492,0,2878,30,3840,2160
92,2.2.2,570,811,0.023906995852788288,0.6069412231445312,0.030946160356203713,0.9494420091311138,0,1466,30,3840,2160
93,2.2.2,1050,1141,0.40628528594970703,0.8394950032234192,0.0010309092079599698,0.6320486863454182,0,1466,30,3840,2160
94,2.2.11,210,301,0.4038507541020711,0.5509244402249653,0.5631935199101765,0.9211734731992085,0,1285,30,3840,2160
95,2.2.11,600,661,0.44186274210611975,0.5194142659505208,0.07785414159297943,0.26575549443562824,0,1285,30,3840,2160
96,2.2.11,1080,1141,0.7325581113497416,0.7959300378958384,0.251071572303772,0.3330758810043335,0,1285,30,3840,2160
97,1.2.9,90,361,0.2853080630302429,0.8377264142036438,0.2635440031687418,0.6465423901875813,0,1373,30,3840,2160
98,1.2.9,420,601,0.2016328970591227,0.7704225778579712,0.35636267562707263,0.6659153302510579,0,1373,30,3840,2160
99,1.2.9,780,871,0.5053409934043884,0.6654245058695475,0.38046015302340186,0.5056402285893757,0,1373,30,3840,2160
100,1.2.9,930,991,0.49990638097127277,0.6364437937736511,0.44093919793764746,0.5623147885004679,0,1373,30,3840,2160
101,1.2.9,1290,1351,0.24982498089472452,0.4822930892308553,0.334652057227989,0.6483750740687052,0,1373,30,3840,2160
102,2.1.6,0,121,0.03890319913625717,0.5096074342727661,0.34028197017808753,0.47305484612782794,0,2519,30,3840,2160
103,2.1.6,420,481,0.27523579200108844,0.52009516954422,0.3333333333333333,0.711049015323321,0,2519,30,3840,2160
104,2.1.6,690,751,0.4683710237344106,0.6516703963279724,0.024623550474643707,0.2854475975036621,0,2519,30,3840,2160
105,2.1.6,870,1321,0.16256550947825113,1.0,0.02676849563916524,0.9013956189155579,0,2519,30,3840,2160
106,2.1.6,1380,1501,0.012912627309560776,0.581938624382019,0.3345852131800105,0.507145623366038,0,2519,30,3840,2160
107,2.1.6,1560,2071,0.004515385876099268,0.8191351890563965,0.15935115019480386,0.6177810430526733,0,2519,30,3840,2160
108,2.1.6,2280,2341,0.3992534726858139,0.5582921902338663,0.1595689256985982,0.7864601512749989,0,2519,30,3840,2160
109,2.2.7,1050,1141,0.046351899703343705,0.277421772480011,0.0013428985451658566,0.19143269459406534,0,1530,30,3840,2160
110,2.2.6,0,91,0.24985150496164957,0.568601648012797,0.6159080068270365,0.7843548456827799,0,2254,30,3840,2160
111,2.2.6,630,691,0.22547340393066406,0.6273083090782166,0.6249070564905802,0.7676275273164113,0,2254,30,3840,2160
112,2.2.6,780,841,0.21462853749593097,0.5612924695014954,0.6163584192593892,0.7853107551733652,0,2254,30,3840,2160
113,2.2.8,840,991,0.013213978459437687,0.8505926330884297,0.41999257604281104,0.6194893717765808,0,1770,30,3840,2160
114,2.2.8,1620,1711,0.8755576014518738,1.0,0.45914898316065467,0.5568017562230427,0,1770,30,3840,2160
115,2.1.7,30,121,0.20007936159769693,0.5142673055330912,0.22691269715627033,0.40615344047546387,0,2514,30,3840,2160
116,2.1.7,720,781,0.21789177258809406,0.8751820921897888,0.17486661672592163,0.39799614747365314,0,2514,30,3840,2160
117,2.1.7,1440,1501,0.06656274696191151,0.4789099295934041,0.21444978316624957,0.4602847695350647,0,2514,30,3840,2160
118,2.1.7,1980,2071,0.08013635873794556,0.5932418306668599,0.24575938781102497,0.45937960346539813,0,2514,30,3840,2160
119,2.1.7,2400,2461,0.48984771966934204,0.6856272717316945,0.9120846192042033,1.0,0,2514,30,3840,2160
